id,sender_id,receiver_id,content,content_type,timestamp,status
17,d26b7a65-19a4-4143-a8b2-3ce289b06405,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Good night!,TEXT,2025-03-10 21:43:10.817,DELETED
18,d26b7a65-19a4-4143-a8b2-3ce289b06405,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Have a great day!,TEXT,2025-02-19 01:42:10.817,DELIVERED
19,ff1f145b-9dd1-447c-91af-7502c17775e3,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Take care!,TEXT,2025-02-22 13:27:10.817,DELETED
20,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Congratulations on your achievement!,TEXT,2025-03-10 18:38:10.817,PENDING
21,bb461247-b0a6-4dcd-b18d-16cddb605a3e,ff1f145b-9dd1-447c-91af-7502c17775e3,What's up?,TEXT,2025-02-18 00:06:10.817,DELIVERED
22,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,e12d414f-869e-4944-b7fc-92bad20398a3,Good morning!,TEXT,2025-02-16 17:12:10.817,DELETED
23,bb461247-b0a6-4dcd-b18d-16cddb605a3e,ff1f145b-9dd1-447c-91af-7502c17775e3,Have a great day!,TEXT,2025-02-27 23:15:10.817,PENDING
24,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,I'll be there in 10 mins.,TEXT,2025-02-20 10:36:10.817,READ
25,d26b7a65-19a4-4143-a8b2-3ce289b06405,8742cdd5-1610-4472-b3dc-de4d54223d77,Take care!,TEXT,2025-02-22 22:25:10.817,DELIVERED
26,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,See you later.,TEXT,2025-02-11 20:42:10.817,DELETED
27,e12d414f-869e-4944-b7fc-92bad20398a3,8742cdd5-1610-4472-b3dc-de4d54223d77,Take care!,TEXT,2025-02-23 20:46:10.817,PENDING
28,bb461247-b0a6-4dcd-b18d-16cddb605a3e,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Happy Birthday!,TEXT,2025-02-14 21:23:10.817,READ
29,e12d414f-869e-4944-b7fc-92bad20398a3,ff1f145b-9dd1-447c-91af-7502c17775e3,Take care!,TEXT,2025-03-03 06:43:10.817,PENDING
30,bb461247-b0a6-4dcd-b18d-16cddb605a3e,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Happy Birthday!,TEXT,2025-02-14 04:21:10.817,READ
31,8742cdd5-1610-4472-b3dc-de4d54223d77,e12d414f-869e-4944-b7fc-92bad20398a3,Good morning!,TEXT,2025-03-04 05:23:10.817,DELETED
32,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,8742cdd5-1610-4472-b3dc-de4d54223d77,"Hey, how are you?",TEXT,2025-03-08 04:10:10.817,READ
33,ff1f145b-9dd1-447c-91af-7502c17775e3,d26b7a65-19a4-4143-a8b2-3ce289b06405,Let's meet tomorrow.,TEXT,2025-02-21 01:03:10.817,READ
34,e12d414f-869e-4944-b7fc-92bad20398a3,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,What's up?,TEXT,2025-02-25 08:56:10.817,DELIVERED
35,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Good night!,TEXT,2025-02-27 09:01:10.817,READ
36,bb461247-b0a6-4dcd-b18d-16cddb605a3e,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Good night!,TEXT,2025-03-02 11:46:10.817,DELETED
37,ff1f145b-9dd1-447c-91af-7502c17775e3,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Call me when you're free.,TEXT,2025-03-07 19:02:10.817,READ
38,d26b7a65-19a4-4143-a8b2-3ce289b06405,e12d414f-869e-4944-b7fc-92bad20398a3,Did you complete the task?,TEXT,2025-02-12 08:14:10.817,DELETED
39,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,bb461247-b0a6-4dcd-b18d-16cddb605a3e,"Hey, how are you?",TEXT,2025-02-19 17:07:10.817,READ
40,d26b7a65-19a4-4143-a8b2-3ce289b06405,e12d414f-869e-4944-b7fc-92bad20398a3,Call me when you're free.,TEXT,2025-02-24 04:24:10.817,DELETED
41,8742cdd5-1610-4472-b3dc-de4d54223d77,ff1f145b-9dd1-447c-91af-7502c17775e3,Congratulations on your achievement!,TEXT,2025-02-17 05:20:10.817,DELETED
42,d26b7a65-19a4-4143-a8b2-3ce289b06405,e12d414f-869e-4944-b7fc-92bad20398a3,Did you complete the task?,TEXT,2025-02-10 18:18:10.817,PENDING
43,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,See you later.,TEXT,2025-02-10 21:57:10.817,READ
44,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,bb461247-b0a6-4dcd-b18d-16cddb605a3e,Good night!,TEXT,2025-03-03 05:18:10.817,PENDING
45,e12d414f-869e-4944-b7fc-92bad20398a3,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Where are you?,TEXT,2025-02-17 00:56:10.817,READ
46,ff1f145b-9dd1-447c-91af-7502c17775e3,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,"Hey, how are you?",TEXT,2025-03-12 08:17:10.817,DELETED
47,d26b7a65-19a4-4143-a8b2-3ce289b06405,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,See you later.,TEXT,2025-02-16 04:26:10.817,DELIVERED
48,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,ff1f145b-9dd1-447c-91af-7502c17775e3,Let's meet tomorrow.,TEXT,2025-02-14 15:51:10.817,DELIVERED
49,d26b7a65-19a4-4143-a8b2-3ce289b06405,8742cdd5-1610-4472-b3dc-de4d54223d77,Let's go for lunch.,TEXT,2025-02-26 18:21:10.817,DELIVERED
50,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,bb461247-b0a6-4dcd-b18d-16cddb605a3e,"Hey, how are you?",TEXT,2025-02-26 19:59:10.817,READ
51,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,d26b7a65-19a4-4143-a8b2-3ce289b06405,Good night!,TEXT,2025-03-12 03:38:10.817,DELIVERED
52,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,e12d414f-869e-4944-b7fc-92bad20398a3,I'll be there in 10 mins.,TEXT,2025-02-13 05:47:10.817,PENDING
53,e12d414f-869e-4944-b7fc-92bad20398a3,8742cdd5-1610-4472-b3dc-de4d54223d77,See you later.,TEXT,2025-03-10 14:22:10.817,PENDING
54,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,ff1f145b-9dd1-447c-91af-7502c17775e3,Happy Birthday!,TEXT,2025-03-09 09:46:10.817,DELETED
55,8742cdd5-1610-4472-b3dc-de4d54223d77,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,What's up?,TEXT,2025-02-24 04:33:10.817,DELIVERED
56,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,bb461247-b0a6-4dcd-b18d-16cddb605a3e,Let's go for lunch.,TEXT,2025-03-04 12:32:10.817,READ
57,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,bb461247-b0a6-4dcd-b18d-16cddb605a3e,Let's meet tomorrow.,TEXT,2025-02-11 10:01:10.817,DELIVERED
58,bb461247-b0a6-4dcd-b18d-16cddb605a3e,ff1f145b-9dd1-447c-91af-7502c17775e3,"Hey, how are you?",TEXT,2025-03-10 20:51:10.817,READ
59,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Let's meet tomorrow.,TEXT,2025-02-26 23:49:10.817,PENDING
60,bb461247-b0a6-4dcd-b18d-16cddb605a3e,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Take care!,TEXT,2025-02-27 10:01:10.817,READ
61,8742cdd5-1610-4472-b3dc-de4d54223d77,d26b7a65-19a4-4143-a8b2-3ce289b06405,Take care!,TEXT,2025-02-14 07:48:10.817,READ
62,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,e12d414f-869e-4944-b7fc-92bad20398a3,Let's go for lunch.,TEXT,2025-02-13 18:47:10.817,READ
63,bb461247-b0a6-4dcd-b18d-16cddb605a3e,ff1f145b-9dd1-447c-91af-7502c17775e3,Call me when you're free.,TEXT,2025-02-18 02:54:10.817,DELETED
64,8742cdd5-1610-4472-b3dc-de4d54223d77,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Good night!,TEXT,2025-02-19 00:43:10.817,READ
65,e12d414f-869e-4944-b7fc-92bad20398a3,8742cdd5-1610-4472-b3dc-de4d54223d77,Good morning!,TEXT,2025-03-09 12:49:10.817,PENDING
66,d26b7a65-19a4-4143-a8b2-3ce289b06405,8742cdd5-1610-4472-b3dc-de4d54223d77,Take care!,TEXT,2025-02-10 17:04:10.817,READ
67,ff1f145b-9dd1-447c-91af-7502c17775e3,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,I'll be there in 10 mins.,TEXT,2025-02-27 17:17:10.817,DELETED
68,bb461247-b0a6-4dcd-b18d-16cddb605a3e,ff1f145b-9dd1-447c-91af-7502c17775e3,Where are you?,TEXT,2025-02-25 13:53:10.817,DELETED
69,bb461247-b0a6-4dcd-b18d-16cddb605a3e,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Congratulations on your achievement!,TEXT,2025-03-10 13:54:10.817,READ
70,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Let's go for lunch.,TEXT,2025-02-17 01:23:10.817,DELIVERED
71,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,"Hey, how are you?",TEXT,2025-02-17 15:28:10.817,DELIVERED
72,ff1f145b-9dd1-447c-91af-7502c17775e3,8742cdd5-1610-4472-b3dc-de4d54223d77,Happy Birthday!,TEXT,2025-03-12 14:02:10.817,READ
73,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,bb461247-b0a6-4dcd-b18d-16cddb605a3e,Congratulations on your achievement!,TEXT,2025-02-23 08:50:10.817,DELIVERED
74,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,bb461247-b0a6-4dcd-b18d-16cddb605a3e,"Hey, how are you?",TEXT,2025-03-06 07:52:10.817,DELETED
75,d26b7a65-19a4-4143-a8b2-3ce289b06405,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,What's up?,TEXT,2025-02-14 23:26:10.817,PENDING
76,8742cdd5-1610-4472-b3dc-de4d54223d77,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Where are you?,TEXT,2025-02-28 14:21:10.817,PENDING
77,e12d414f-869e-4944-b7fc-92bad20398a3,ff1f145b-9dd1-447c-91af-7502c17775e3,Good night!,TEXT,2025-02-20 01:35:10.817,PENDING
78,e12d414f-869e-4944-b7fc-92bad20398a3,8742cdd5-1610-4472-b3dc-de4d54223d77,I'll be there in 10 mins.,TEXT,2025-03-01 14:33:10.817,DELETED
79,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,ff1f145b-9dd1-447c-91af-7502c17775e3,Happy Birthday!,TEXT,2025-02-18 19:34:10.817,DELETED
80,ff1f145b-9dd1-447c-91af-7502c17775e3,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Did you complete the task?,TEXT,2025-03-03 15:52:10.817,PENDING
81,bb461247-b0a6-4dcd-b18d-16cddb605a3e,8742cdd5-1610-4472-b3dc-de4d54223d77,"Hey, how are you?",TEXT,2025-03-09 20:17:10.817,PENDING
82,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,bb461247-b0a6-4dcd-b18d-16cddb605a3e,Good night!,TEXT,2025-02-15 07:52:10.817,PENDING
83,d26b7a65-19a4-4143-a8b2-3ce289b06405,e12d414f-869e-4944-b7fc-92bad20398a3,Have a great day!,TEXT,2025-02-21 19:25:10.817,DELETED
84,e12d414f-869e-4944-b7fc-92bad20398a3,bb461247-b0a6-4dcd-b18d-16cddb605a3e,Where are you?,TEXT,2025-03-04 00:46:10.817,PENDING
85,bb461247-b0a6-4dcd-b18d-16cddb605a3e,d26b7a65-19a4-4143-a8b2-3ce289b06405,Let's go for lunch.,TEXT,2025-02-22 21:23:10.817,DELETED
86,8742cdd5-1610-4472-b3dc-de4d54223d77,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,See you later.,TEXT,2025-02-19 19:01:10.817,DELETED
87,d26b7a65-19a4-4143-a8b2-3ce289b06405,ff1f145b-9dd1-447c-91af-7502c17775e3,"Hey, how are you?",TEXT,2025-03-06 04:13:10.817,DELETED
88,d26b7a65-19a4-4143-a8b2-3ce289b06405,8742cdd5-1610-4472-b3dc-de4d54223d77,Did you complete the task?,TEXT,2025-02-16 21:09:10.817,DELIVERED
89,d26b7a65-19a4-4143-a8b2-3ce289b06405,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Good morning!,TEXT,2025-03-10 18:49:10.817,DELIVERED
90,ff1f145b-9dd1-447c-91af-7502c17775e3,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Let's meet tomorrow.,TEXT,2025-03-01 22:48:10.817,READ
91,ff1f145b-9dd1-447c-91af-7502c17775e3,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Good night!,TEXT,2025-02-14 18:16:10.817,DELIVERED
92,d26b7a65-19a4-4143-a8b2-3ce289b06405,8742cdd5-1610-4472-b3dc-de4d54223d77,Call me when you're free.,TEXT,2025-03-04 03:13:10.817,DELIVERED
93,ff1f145b-9dd1-447c-91af-7502c17775e3,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Happy Birthday!,TEXT,2025-03-11 08:26:10.817,DELETED
94,bb461247-b0a6-4dcd-b18d-16cddb605a3e,e12d414f-869e-4944-b7fc-92bad20398a3,"Hey, how are you?",TEXT,2025-02-26 11:03:10.817,READ
95,8742cdd5-1610-4472-b3dc-de4d54223d77,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,See you later.,TEXT,2025-03-03 04:50:10.817,DELIVERED
96,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,ff1f145b-9dd1-447c-91af-7502c17775e3,Good night!,TEXT,2025-03-04 19:39:10.817,READ
97,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,ff1f145b-9dd1-447c-91af-7502c17775e3,What's up?,TEXT,2025-03-12 14:06:10.817,PENDING
98,bb461247-b0a6-4dcd-b18d-16cddb605a3e,d26b7a65-19a4-4143-a8b2-3ce289b06405,Let's meet tomorrow.,TEXT,2025-02-15 17:06:10.817,PENDING
99,bb461247-b0a6-4dcd-b18d-16cddb605a3e,e12d414f-869e-4944-b7fc-92bad20398a3,Did you complete the task?,TEXT,2025-03-04 19:34:10.817,DELIVERED
100,8742cdd5-1610-4472-b3dc-de4d54223d77,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Good morning!,TEXT,2025-03-05 23:50:10.817,DELIVERED
101,ff1f145b-9dd1-447c-91af-7502c17775e3,d26b7a65-19a4-4143-a8b2-3ce289b06405,Congratulations on your achievement!,TEXT,2025-03-09 14:06:10.817,PENDING
102,ff1f145b-9dd1-447c-91af-7502c17775e3,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Take care!,TEXT,2025-03-04 05:02:10.817,DELIVERED
103,8742cdd5-1610-4472-b3dc-de4d54223d77,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,I'll be there in 10 mins.,TEXT,2025-02-21 15:02:10.817,DELETED
104,8742cdd5-1610-4472-b3dc-de4d54223d77,d26b7a65-19a4-4143-a8b2-3ce289b06405,Call me when you're free.,TEXT,2025-02-24 05:57:10.817,READ
105,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,bb461247-b0a6-4dcd-b18d-16cddb605a3e,I'll be there in 10 mins.,TEXT,2025-02-16 23:44:10.817,PENDING
106,d26b7a65-19a4-4143-a8b2-3ce289b06405,bb461247-b0a6-4dcd-b18d-16cddb605a3e,What's up?,TEXT,2025-02-12 17:17:10.817,PENDING
107,d26b7a65-19a4-4143-a8b2-3ce289b06405,e12d414f-869e-4944-b7fc-92bad20398a3,Good morning!,TEXT,2025-03-03 15:29:10.817,PENDING
108,d26b7a65-19a4-4143-a8b2-3ce289b06405,e12d414f-869e-4944-b7fc-92bad20398a3,Let's meet tomorrow.,TEXT,2025-02-28 13:24:10.817,DELIVERED
109,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Let's go for lunch.,TEXT,2025-03-06 04:08:10.817,DELIVERED
110,d26b7a65-19a4-4143-a8b2-3ce289b06405,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Let's go for lunch.,TEXT,2025-02-27 10:51:10.817,PENDING
111,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,bb461247-b0a6-4dcd-b18d-16cddb605a3e,What's up?,TEXT,2025-03-02 22:57:10.817,PENDING
112,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,e12d414f-869e-4944-b7fc-92bad20398a3,Good night!,TEXT,2025-02-19 16:24:10.817,READ
113,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,d26b7a65-19a4-4143-a8b2-3ce289b06405,I'll be there in 10 mins.,TEXT,2025-03-07 03:58:10.817,READ
114,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,e12d414f-869e-4944-b7fc-92bad20398a3,What's up?,TEXT,2025-02-17 21:58:10.817,DELETED
115,d26b7a65-19a4-4143-a8b2-3ce289b06405,e12d414f-869e-4944-b7fc-92bad20398a3,"Hey, how are you?",TEXT,2025-02-21 22:04:10.817,PENDING
116,e12d414f-869e-4944-b7fc-92bad20398a3,bb461247-b0a6-4dcd-b18d-16cddb605a3e,Have a great day!,TEXT,2025-02-14 20:13:10.817,DELETED
117,8742cdd5-1610-4472-b3dc-de4d54223d77,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,What's up?,TEXT,2025-03-01 06:38:10.817,DELETED
118,ff1f145b-9dd1-447c-91af-7502c17775e3,bb461247-b0a6-4dcd-b18d-16cddb605a3e,Good night!,TEXT,2025-02-28 18:03:10.817,DELIVERED
119,bb461247-b0a6-4dcd-b18d-16cddb605a3e,e12d414f-869e-4944-b7fc-92bad20398a3,Congratulations on your achievement!,TEXT,2025-03-09 11:13:10.817,PENDING
120,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,d26b7a65-19a4-4143-a8b2-3ce289b06405,Take care!,TEXT,2025-02-26 14:42:10.817,PENDING
121,d26b7a65-19a4-4143-a8b2-3ce289b06405,8742cdd5-1610-4472-b3dc-de4d54223d77,"Hey, how are you?",TEXT,2025-03-09 13:21:10.817,DELIVERED
122,e12d414f-869e-4944-b7fc-92bad20398a3,d26b7a65-19a4-4143-a8b2-3ce289b06405,"Hey, how are you?",TEXT,2025-03-07 21:04:10.817,READ
123,e12d414f-869e-4944-b7fc-92bad20398a3,bb461247-b0a6-4dcd-b18d-16cddb605a3e,See you later.,TEXT,2025-03-10 21:56:10.817,READ
124,e12d414f-869e-4944-b7fc-92bad20398a3,bb461247-b0a6-4dcd-b18d-16cddb605a3e,Congratulations on your achievement!,TEXT,2025-02-12 22:04:10.817,DELIVERED
125,ff1f145b-9dd1-447c-91af-7502c17775e3,8742cdd5-1610-4472-b3dc-de4d54223d77,I'll be there in 10 mins.,TEXT,2025-02-24 07:26:10.817,PENDING
126,8742cdd5-1610-4472-b3dc-de4d54223d77,d26b7a65-19a4-4143-a8b2-3ce289b06405,What's up?,TEXT,2025-03-09 09:08:10.817,DELETED
127,8742cdd5-1610-4472-b3dc-de4d54223d77,ff1f145b-9dd1-447c-91af-7502c17775e3,Take care!,TEXT,2025-02-19 02:36:10.817,PENDING
128,bb461247-b0a6-4dcd-b18d-16cddb605a3e,8742cdd5-1610-4472-b3dc-de4d54223d77,What's up?,TEXT,2025-03-08 18:40:10.817,PENDING
129,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,ff1f145b-9dd1-447c-91af-7502c17775e3,Good night!,TEXT,2025-03-12 04:02:10.817,DELIVERED
130,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,8742cdd5-1610-4472-b3dc-de4d54223d77,Where are you?,TEXT,2025-02-23 02:08:10.817,READ
131,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,ff1f145b-9dd1-447c-91af-7502c17775e3,Happy Birthday!,TEXT,2025-03-09 02:50:10.817,DELIVERED
132,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Where are you?,TEXT,2025-03-05 00:37:10.817,PENDING
133,e12d414f-869e-4944-b7fc-92bad20398a3,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Have a great day!,TEXT,2025-02-27 05:06:10.817,DELETED
134,bb461247-b0a6-4dcd-b18d-16cddb605a3e,d26b7a65-19a4-4143-a8b2-3ce289b06405,Did you complete the task?,TEXT,2025-02-17 00:57:10.817,DELETED
135,d26b7a65-19a4-4143-a8b2-3ce289b06405,ff1f145b-9dd1-447c-91af-7502c17775e3,Let's go for lunch.,TEXT,2025-02-18 09:37:10.817,PENDING
136,8742cdd5-1610-4472-b3dc-de4d54223d77,ff1f145b-9dd1-447c-91af-7502c17775e3,Where are you?,TEXT,2025-02-21 02:21:10.817,DELIVERED
137,8742cdd5-1610-4472-b3dc-de4d54223d77,d26b7a65-19a4-4143-a8b2-3ce289b06405,Congratulations on your achievement!,TEXT,2025-03-07 08:52:10.817,READ
138,e12d414f-869e-4944-b7fc-92bad20398a3,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Let's go for lunch.,TEXT,2025-03-01 04:05:10.817,DELIVERED
139,8742cdd5-1610-4472-b3dc-de4d54223d77,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Did you complete the task?,TEXT,2025-02-22 12:32:10.817,PENDING
140,e12d414f-869e-4944-b7fc-92bad20398a3,d26b7a65-19a4-4143-a8b2-3ce289b06405,What's up?,TEXT,2025-02-22 19:12:10.817,DELETED
141,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,8742cdd5-1610-4472-b3dc-de4d54223d77,Let's meet tomorrow.,TEXT,2025-02-12 05:19:10.817,PENDING
142,ff1f145b-9dd1-447c-91af-7502c17775e3,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,What's up?,TEXT,2025-02-26 22:57:10.817,DELETED
143,d26b7a65-19a4-4143-a8b2-3ce289b06405,8742cdd5-1610-4472-b3dc-de4d54223d77,Good night!,TEXT,2025-02-24 07:01:10.817,DELETED
144,d26b7a65-19a4-4143-a8b2-3ce289b06405,8742cdd5-1610-4472-b3dc-de4d54223d77,"Hey, how are you?",TEXT,2025-02-19 09:47:10.817,DELETED
145,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,8742cdd5-1610-4472-b3dc-de4d54223d77,See you later.,TEXT,2025-02-17 19:29:10.817,READ
146,ff1f145b-9dd1-447c-91af-7502c17775e3,bb461247-b0a6-4dcd-b18d-16cddb605a3e,Take care!,TEXT,2025-02-25 10:40:10.817,PENDING
147,e12d414f-869e-4944-b7fc-92bad20398a3,8742cdd5-1610-4472-b3dc-de4d54223d77,Good night!,TEXT,2025-02-21 05:27:10.817,PENDING
148,8742cdd5-1610-4472-b3dc-de4d54223d77,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,Good morning!,TEXT,2025-02-16 02:26:10.817,READ
149,ba1a10af-b0b8-4cb3-8e45-301986fc6d4b,ff1f145b-9dd1-447c-91af-7502c17775e3,Congratulations on your achievement!,TEXT,2025-02-17 16:51:10.817,DELIVERED
150,bb461247-b0a6-4dcd-b18d-16cddb605a3e,e12d414f-869e-4944-b7fc-92bad20398a3,Let's go for lunch.,TEXT,2025-03-08 21:49:10.817,READ
151,e12d414f-869e-4944-b7fc-92bad20398a3,bb461247-b0a6-4dcd-b18d-16cddb605a3e,See you later.,TEXT,2025-03-04 05:56:10.817,PENDING
152,ff1f145b-9dd1-447c-91af-7502c17775e3,8742cdd5-1610-4472-b3dc-de4d54223d77,Let's meet tomorrow.,TEXT,2025-02-14 17:33:10.817,READ
153,bb461247-b0a6-4dcd-b18d-16cddb605a3e,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,Have a great day!,TEXT,2025-03-05 19:44:10.817,PENDING
154,8742cdd5-1610-4472-b3dc-de4d54223d77,b3dc9dcd-7883-4fd9-b5bd-08a0496aeafe,"Hey, how are you?",TEXT,2025-02-19 02:41:10.817,DELIVERED
